84,Visalakshmi Dental Health &..,3.5,Verygood,General Physician Doctors,"  A G Padmavathi Hospital R S 127/ 1 A, Villiayanoor Main Road, Pondicherry - 605001, Arumparthapuram"
85,Dr. Anatharaman v,4.8,Excellent,General Physician Doctors,"  No 2/2, Vallalar Salai 45 Feet Road, Venkata Nagar, Pondicherry - 605011"
86,DR. Subramanyan Serral,2.5,Good,General Physician Doctors,  Pondicherry - 605001
87,Tresor Nursing Home,3.5,Verygood,General Physician Doctors,"  Govt General Hospital, Pondicherry - 605001, Near Park"
88,Dr. Indra Srinivasan,4.5,Excellent,General Physician Doctors,"  No 9, St Louis Street, Pondicherry - 605001"
89,Dr. Anandavel b,5.0,Excellent,General Physician Doctors,"  No 3, Rue Suffren Street, Pondicherry - 605003"
90,Dr. Thiru Selvam e,5.0,Excellent,General Physician Doctors,"  No 77, 3rd Cross 45 Feet Road Corner, Venkata Nagar, Pondicherry - 605011"
91,Dr.narendra Agarwal Clinic,5.0,Excellent,General Physician Doctors,"  No 3, Vazhaikulam, Padmini Nagar, Pondicherry - 605110"
92,Dr. Ranjini Krishnan,4.0,Excellent,General Physician Doctors,"  120, West car street, Villianur, Pondicherry - 605110, Opposite to ICICI ATM"
93,Dr. Sankar K,4.5,Excellent,General Physician Doctors Exp: 35 yrs Fee: 100~150 INR,"  No 2, Wigil Mier Street, Cuddalore Ho, PONDICHERRY - 607001"
94,Dr. Narayanan m,5.0,Excellent,General Physician Doctors,"  No 209-A, Nethaji Road, Cuddalore HO, PONDICHERRY - 607001"
95,Dr. Kathimathi r,5.0,Excellent,General Physician Doctors,"  No 169-B, Nethaji Road, Cuddalore HO, PONDICHERRY - 607001"
96,Dr. Manavalan,4.0,Excellent,General Physician Doctors,"  No 110, Bazaar Street, Chidambaram H O, PONDICHERRY - 608001"
97,Dr. Krishnagopal r,4.0,Excellent,General Physician Doctors,"  No 127, S P Koil Street, Chidambaram H O, PONDICHERRY - 608001"
98,Dr. Saravanan K Padmanabhan,5.0,Excellent,General Physician Doctors,"  No 180, Lalbahadur Sastri Street, Puducherry H O, Pondicherry - 605001"
99,Dr. Monica Thalal,5.0,Excellent,Nephrologists,"  No 26, Perumal Koil Street, Puducherry H O, Pondicherry - 605001"
100,MVR Medical Centre,4.3,Excellent,Nephrologists,"  No 32 A Sri Venkateshwara Hospital, Pondy Villupuram Main Road, Pondicherry - 605001, Ariyur"
101,East Coast Hospitals,4.1,Excellent,Nephrologists,"  No 12 And13, ECR Main Road Karuvadikuppam, Lawspet Pondicherry, Pondicherry - 605008, Near Sivaji Statue"
102,Delta Q Labs,5.0,Excellent,Nephrologists,"  No 1, Perambai Road, Moolakulam, Pondicherry - 605010, Near Vasantharaja Cinema Hall, Paris Nagar"
103,Sri Venkateshwaraa Medical ..,4.1,Excellent,Nephrologists,"  No 36/A, Cuddalore Main Road, Mudaliarpet, Pondicherry - 605004, Near Communist Party Office"
104,Jipmer Hospital,4.3,Excellent,Nephrologists,"  13 A, Pondicherry Villupuram Main Road Ariyur, Pondicherry - 605001, Ariyur"
105,Pondicherry Institute Of Me..,4.0,Excellent,Nephrologists,"  Dhanvantri Nagar, Pondicherry - 605006, Gorimedu"
106,Rani Hospital,4.0,Excellent,Nephrologists,"  Pondicherry University, Pondicherry - 605014, Ganapathichettikulam Kalathumettupathai Kalapet"
107,Be Well Hospitals,3.7,Verygood,Nephrologists,"  No 27, Vazhudhavur Road, Thattanchavadi, Pondicherry - 605009, Near Rajiv Gandhi Statue"
108,Aum Hospitals,4.3,Excellent,Nephrologists,"  No 15, East Coast Road, Lawspet Pondicherry, Pondicherry - 605008, Green Gardens"
109,Davita Care India Ltd,4.7,Excellent,Nephrologists,"  No 1, Cholai Nagar Main Road, Muthialpet, Pondicherry - 605003, Sapthagiri Garden Opposite Chinaathal School"
110,Sri Manakula Vinayagar Medi..,4.5,Excellent,Nephrologists,"  No 1,Saptagiri, Solai Nagar Main Road, Muthialpet, Pondicherry - 605003"
111,Kidney Centre Hospital,4.1,Excellent,Nephrologists,"  Pondicherry-Villupuram Main Road, Pondicherry - 605001, Kalitheerthalkuppam Madagadipet"
112,Sri Venkateshwara Hospital,3.8,Verygood,Nephrologists,"  no;206, anna salai, Pondicherry - 605001, opp botanical garden near sbi bank near farmer market"
113,Dr. Murugesan n,4.3,Excellent,Nephrologists,"  No 13 A, Pondy Villupuram Main Road, Ariyur, Pondicherry - 605003, Ariyur 605102 villupuram"
114,Neomed Hospital(Dr Sivabala..,0.5,Verypoor,Nephrologists,"  No 133, 100 Feet Road, Nellithope, Pondicherry - 605005, Natesan Nagar"
115,Herbocare Hospital Pvt Ltd,4.3,Excellent,Nephrologists,"  no 58b bharathi street thiruvalluvar nagar, Bharathi Street-venkata Nagar, Pondicherry - 605003"
116,Pondicherry Kidney Foundati..,4.1,Excellent,Nephrologists,"  No 11, 1st Street, Pondicherry - 605001, Near Muruga Theatre Bus Stop & Old Collector Office, Gnanaprakasam Nagar"
117,Dr. Kumar,4.3,Excellent,Nephrologists,"  C/O Kidney Centre 470, Mahatma Gandhi Road, Pondicherry., Pondicherry Bazaar, Pondicherry - 605001, New Medical Centre Premises"
118,Dr. Narayan,4.1,Excellent,Nephrologists,"  No 1 Sabthagiri Gardens Davita Nephrolife, Solai Nagar Main Road, Lawspet, Pondicherry - 605008, Muthialpet"
119,Dr. Narayan (Davita Care In..,3.9,Verygood,Nephrologists,"  No 1 Sabthagiri Gardens Davita Nephrolife, Solai Nagar Main Road, Lawspet, Pondicherry - 605008, Muthialpet"
120,Dr. Gopal Rabindranath (eas..,4.5,Excellent,Nephrologists,"  C/O Davita Care India Ltd No 1 Sabthagiri Gardens, Solai Nagar Main Road, Muthialpet, Pondicherry - 605003"
121,Dr. Murugesan N (East Coast..,4.1,Excellent,Nephrologists,"  No 1, Moolakulam, Pondicherry - 605010, Paris Nagar Near Vasantha Raja Cinema Hall"
122,Dr. K Narayanan (Kidney Cen..,3.8,Verygood,Nephrologists,"  C/O East Coast Hospitals No 1, Moolakulam, Pondicherry - 605010, Near Vasantha Raja Theatre, Paris Nagar"
123,Dr. Kumar (Davita Care Indi..,4.3,Excellent,Nephrologists,"   206, Annasalai, White Town, Pondicherry - 605001"
124,Dr.Hemachandar R,4.4,Excellent,Nephrologists,"  C/o Davita Care India Ltd No 1 Sabthagiri Gardens, Solai Nagar Main Road, Muthialpet, Pondicherry - 605003"
125,Dr. Rabundranath g,4.5,Excellent,Nephrologists,"  Bahoor, Pondicherry - 607402"
126,Krishna Hospital,4.1,Excellent,Nephrologists,"  No 194, Lalbhadur Shasttri Street, Pondicherry Ho, - 605001 (Also serves PONDICHERRY)"
127,Sun Pharmacy,4.3,Excellent,Nephrologists,"  No 17 A, Hospital Road, Cuddalore - 607001 (Also serves PONDICHERRY)"
128,Vasista Ayurveda,4.1,Excellent,Nephrologists,"  No 3/5, Main Bazaar, Block 19 and Also In Indira Nagar, Neyveli Town Ship, Neyveli - 607801, Near Icici Bank (Also serves PONDICHERRY)"
129,Lavanya Ayurvedic Hospital ..,3.9,Verygood,Nephrologists,"   5410, Old housing board colony, Ravindra Nagar Hassan, Hassan - 573201, Near Ravindra park (Also serves PONDICHERRY)"
130,Sri Manakula Vinayagar Medi..,4.5,Excellent,Nephrologists,"  3rd Floor, Bansal Complex, Faizabad Road, Indira Nagar, Lucknow - 226016, Near Neelgiri Chauraha (Also serves PONDICHERRY)"
131,Kidney Centre Hospital,4.1,Excellent,Nephrologists,"  Pondicherry-Villupuram Main Road, Pondicherry - 605001, Kalitheerthalkuppam Madagadipet"
132,Sri Venkateshwara Hospital,3.8,Verygood,Nephrologists,"  no;206, anna salai, Pondicherry - 605001, opp botanical garden near sbi bank near farmer market"
133,Dr. Murugesan n,4.3,Excellent,Nephrologists,"  No 13 A, Pondy Villupuram Main Road, Ariyur, Pondicherry - 605003, Ariyur 605102 villupuram"
134,Neomed Hospital(Dr Sivabala..,0.5,Verypoor,Nephrologists,"  No 133, 100 Feet Road, Nellithope, Pondicherry - 605005, Natesan Nagar"
135,Herbocare Hospital Pvt Ltd,4.3,Excellent,Nephrologists,"  no 58b bharathi street thiruvalluvar nagar, Bharathi Street-venkata Nagar, Pondicherry - 605003"
136,Pondicherry Kidney Foundati..,4.4,Excellent,Nephrologists,"  No 11, 1st Street, Pondicherry - 605001, Near Muruga Theatre Bus Stop & Old Collector Office, Gnanaprakasam Nagar"
137,Dr. Kumar,4.6,Excellent,Nephrologists,"  C/O Kidney Centre 470, Mahatma Gandhi Road, Pondicherry., Pondicherry Bazaar, Pondicherry - 605001, New Medical Centre Premises"
138,Dr. Narayan,4.1,Excellent,Nephrologists,"  No 1 Sabthagiri Gardens Davita Nephrolife, Solai Nagar Main Road, Lawspet, Pondicherry - 605008, Muthialpet"
139,Dr. Narayan (Davita Care In..,4.3,Excellent,Nephrologists,"  No 1 Sabthagiri Gardens Davita Nephrolife, Solai Nagar Main Road, Lawspet, Pondicherry - 605008, Muthialpet"
140,Dr. Gopal Rabindranath (eas..,4.1,Excellent,Nephrologists,"  C/O Davita Care India Ltd No 1 Sabthagiri Gardens, Solai Nagar Main Road, Muthialpet, Pondicherry - 605003"
141,Dr. Murugesan N (East Coast..,3.9,Verygood,Nephrologists,"  No 1, Moolakulam, Pondicherry - 605010, Paris Nagar Near Vasantha Raja Cinema Hall"
142,Dr. K Narayanan (Kidney Cen..,4.5,Excellent,Nephrologists,"  C/O East Coast Hospitals No 1, Moolakulam, Pondicherry - 605010, Near Vasantha Raja Theatre, Paris Nagar"
143,Dr. Kumar (Davita Care Indi..,4.1,Excellent,Nephrologists,"   206, Annasalai, White Town, Pondicherry - 605001"
144,Dr.Hemachandar R,3.8,Verygood,Nephrologists,"  C/o Davita Care India Ltd No 1 Sabthagiri Gardens, Solai Nagar Main Road, Muthialpet, Pondicherry - 605003"
145,Dr. Rabundranath g,4.3,Excellent,Nephrologists,"  Bahoor, Pondicherry - 607402"
146,Krishna Hospital,4.1,Excellent,Nephrologists,"  No 194, Lalbhadur Shasttri Street, Pondicherry Ho, - 605001 (Also serves PONDICHERRY)"
147,Sun Pharmacy,4.3,Excellent,Nephrologists,"  No 17 A, Hospital Road, Cuddalore - 607001 (Also serves PONDICHERRY)"
148,Vasista Ayurveda,4.1,Excellent,Nephrologists,"  No 3/5, Main Bazaar, Block 19 and Also In Indira Nagar, Neyveli Town Ship, Neyveli - 607801, Near Icici Bank (Also serves PONDICHERRY)"
149,Lavanya Ayurvedic Hospital ..,3.9,Verygood,Nephrologists,"   5410, Old housing board colony, Ravindra Nagar Hassan, Hassan - 573201, Near Ravindra park (Also serves PONDICHERRY)"
150,Dr. Gopal Rabindranath (eas..,4.3,Excellent,Nephrologists,"  3rd Floor, Bansal Complex, Faizabad Road, Indira Nagar, Lucknow - 226016, Near Neelgiri Chauraha (Also serves PONDICHERRY)"
151,Dr. Murugesan N (East Coast..,4.1,Excellent,Nephrologists,"  No 1, Moolakulam, Pondicherry - 605010, Paris Nagar Near Vasantha Raja Cinema Hall"
152,Dr. K Narayanan (Kidney Cen..,4.3,Excellent,Nephrologists,"  C/O East Coast Hospitals No 1, Moolakulam, Pondicherry - 605010, Near Vasantha Raja Theatre, Paris Nagar"
153,Dr. Kumar (Davita Care Indi..,4.1,Excellent,Nephrologists,"   206, Annasalai, White Town, Pondicherry - 605001"
154,Dr.Hemachandar R,3.9,Verygood,Nephrologists,"  C/o Davita Care India Ltd No 1 Sabthagiri Gardens, Solai Nagar Main Road, Muthialpet, Pondicherry - 605003"
155,Dr. Rabundranath g,3.9,Verygood,Nephrologists,"  Bahoor, Pondicherry - 607402"
156,Krishna Hospital,4.1,Excellent,Nephrologists,"  No 194, Lalbhadur Shasttri Street, Pondicherry Ho, - 605001 (Also serves PONDICHERRY)"
157,Sun Pharmacy,4.3,Excellent,Nephrologists,"  No 17 A, Hospital Road, Cuddalore - 607001 (Also serves PONDICHERRY)"
158,Vasista Ayurveda,4.1,Excellent,Nephrologists,"  No 3/5, Main Bazaar, Block 19 and Also In Indira Nagar, Neyveli Town Ship, Neyveli - 607801, Near Icici Bank (Also serves PONDICHERRY)"
159,Lavanya Ayurvedic Hospital ..,3.9,Verygood,Nephrologists,"   5410, Old housing board colony, Ravindra Nagar Hassan, Hassan - 573201, Near Ravindra park (Also serves PONDICHERRY)"
160,Clinic Nallam,4.1,Excellent,Neurologist Surgery,"  No 86, Eswaran Kovil Street, Pondicherry - 605001, Near Easwaran Kovil"
161,Apollo Hospital Information..,3.5,Verygood,Neurologist Surgery,"  No.60, 100 Feet Road, Ellaipillaichavady, Pondicherry - 605005, Opp to N.T Mahal"
162,Rani Hospital,4.0,Verygood,Neurologist Surgery,"  No 27, Vazhudhavur Road, Thattanchavadi, Pondicherry - 605009, Near Rajiv Gandhi Statue"
163,Be Well Hospitals,3.7,Verygood,Neurologist Surgery,"  No 15, East Coast Road, Lawspet Pondicherry, Pondicherry - 605008, Green Gardens"
164,Apollo Hospital Information..,4.1,Excellent,Neurologist Surgery,"  No 79, valudhavur main road, Nellithope, Pondicherry - 605009, Near By Employment office"
165,Neomed Hospital(Dr Sivabala..,0.5,Verypoor,Neurologist Surgery,"  no 58b bharathi street thiruvalluvar nagar, Bharathi Street-venkata Nagar, Pondicherry - 605003"
166,MKV Polyclinic,3.5,Verygood,Neurologist Surgery,"  No 250, Bussy Street, Bazaar, Pondicherry - 605001, Opposite Kamban Kalai Arangam"
167,Dr. Prabhakaran R (MKV Poly..,3.6,Verygood,Neurologist Surgery,"  C/O MKV Polyclinic No 250, Bussy Street, Pondicherry Bazaar, Pondicherry - 605001, Opposite Kamban Kalai Arangam"
168,Valli Vilas Nursing Home,3.3,Verygood,Neurologist Surgery,"  No 45/2, Bharathi Road, Cuddalore Ho, - 607001 (Also serves PONDICHERRY)"
169,Dr. Ravendran v,5.0,Excellent,Neurologist Surgery,"  Coimbatore Bone & Joint Foundation Pvt Ltd, No 1091, Rs Puram H O, Coimbatore - 641002, Mettupalayam Road North Coimbatore Bus Stop (Also serves PONDICHERRY)"
170,Mantry Rehab Centre,3.9,Verygood,Neurologist Surgery,"  Shop Number 110 V Mall, Thakur Complex, Kandivali East, Mumbai - 400101, Near Saidham Temple (Also serves PONDICHERRY)"
171,Vasista Ayurveda,4.1,Excellent,Neurologist Surgery,"   5410, Old housing board colony, Ravindra Nagar Hassan, Hassan - 573201, Near Ravindra park (Also serves PONDICHERRY)"
172,Lavanya Ayurvedic Hospital ..,3.9,Verygood,Neurologist Surgery,"  3rd Floor, Bansal Complex, Faizabad Road, Indira Nagar, Lucknow - 226016, Near Neelgiri Chauraha (Also serves PONDICHERRY)"
173,Mantry Rehab Centre,3.9,Verygood,Neurologist Surgery,"  Shop Number 110 V Mall, Thakur Complex, Kandivali East, Mumbai - 400101, Near Saidham Temple (Also serves PONDICHERRY)"
